transcript	length	SRR2040575_brain	SRR2040576_brain	SRR2040577_heart	SRR2040578_heart	SRR2040579_liver	SRR2040580_liver	SRR2040581_testes	SRR2040582_testes	SRR2040583_testes
NM_001130086.1_ABLIM2	3516	8	4	0	0	0	0	0	4	2
NM_001130085.1_ABLIM2	3555	16	18	0	2	0	0	0	0	4
NM_001130084.1_ABLIM2	3672	17	16	0	0	0	0	2	0	0
NM_001130083.1_ABLIM2	3774	16	21	1	0	0	2	0	0	0
NM_001130082.2_PLXNB1	7158	80	67	27	6	52	157	14	27	0
NM_001130081.2_PLD1	5911	20	4	7	2	42	13	10	19	6
NM_001130080.2_IFI27	681	5	17	42	29	14	4	20	42	0
NM_001130079.2_MOV10	3491	8	8	11	12	10	32	18	69	0
NM_001130072.1_EPN1	2501	62	48	40	8	28	30	44	42	0
NM_001130071.1_EPN1	2964	56	60	37	4	24	18	41	31	0
NM_001130067.1_TRIM2	6792	292	211	8	10	6	27	10	26	6
NM_001130065.1_MYO9B	7652	19	58	37	31	14	38	46	148	38
NM_001130064.1_GAP43	2143	213	275	2	4	0	0	1	0	0
NM_001130063.1_GRM2	1965	8	6	0	0	0	0	4	6	0
NM_001130060.1_ATF7	6641	24	34	21	9	6	7	18	67	0
NM_001130058.1_SLC44A5	3894	0	0	0	0	0	0	8	0	0
NM_001130050.1_DOCK9	4111	20	10	6	18	0	2	4	16	0
NM_001130049.1_DOCK9	3994	16	8	8	2	0	0	4	8	0
NM_001130048.1_DOCK9	7661	60	50	19	37	6	26	8	26	0
NM_001130047.1_TBCEL	3914	16	8	6	8	8	16	46	45	0
NM_001130046.1_CCL20	848	0	0	2	0	0	6	2	0	0
NM_001130045.1_TTLL10	2259	0	0	0	0	0	0	39	7	0
NM_001130043.1_CRYZ	2176	6	10	2	4	22	55	0	2	2
NM_001130042.1_CRYZ	2317	0	4	6	8	23	50	6	11	4
NM_001130041.1_SHC1	3192	4	4	24	14	10	54	6	21	8
NM_001130040.1_SHC1	3496	4	4	26	18	10	85	8	7	6
NM_001130037.1_ELMOD1	2967	79	53	5	9	6	8	16	10	32
NM_001130032.1_ZNF562	5748	12	14	7	8	10	20	20	26	56
NM_001130031.1_ZNF562	5801	27	19	6	17	14	17	22	60	57
NM_001130029.1_RELL2	2171	48	33	1	0	0	6	2	8	0
NM_001130028.1_CLK3	2713	22	9	22	3	6	18	29	27	23
NM_001130026.2_TCAF2	4903	10	13	7	15	13	75	27	67	332
NM_001130025.1_TCAF2	2997	7	2	0	1	0	13	3	9	0
NM_001130022.1_ZNF680	2288	4	8	2	2	0	6	6	9	2
NM_001130021.1_ATP6V0A1	4205	206	213	10	6	10	26	34	46	0
NM_001130020.1_ATP6V0A1	4208	201	161	9	10	11	22	30	51	0
NM_001130017.2_ART3	1563	6	0	16	16	2	1	84	73	0
NM_001130016.2_ART3	1613	6	2	18	7	0	0	66	47	0
NM_001130015.1_ANKRD33	1779	0	0	0	0	0	0	0	0	0
NM_001130014.1_PSG5	1601	0	0	0	0	0	0	0	0	0
NM_001130012.2_SLC9A3R2	2194	22	8	36	41	52	21	8	6	18
NM_001130011.1_TEX101	1180	0	0	0	0	0	0	93	93	0
NM_001130010.2_C15orf41	2497	0	0	18	25	0	2	0	6	0
NM_001130007.1_GSPT1	7190	126	90	73	132	68	128	191	226	4
NM_001130005.1_ACTN1	3728	80	95	208	296	29	86	22	54	8
NM_001130004.1_ACTN1	3809	80	77	136	258	18	80	28	46	8
NM_001130003.1_SYNPR	2594	97	100	0	0	0	0	0	0	6
NM_001130002.2_PQLC2L	1537	0	0	2	0	0	0	0	0	4
NM_001130001.2_PQLC2L	1448	0	0	0	0	0	0	2	0	14
NM_001130.5_AES	1687	233	266	129	73	50	77	28	96	6
NM_001129998.2_CLEC12B	1283	0	0	0	0	0	0	7	17	0
NM_001129996.1_ZNF222	1680	6	4	1	2	0	4	15	10	0
NM_001129995.1_KCTD15	3933	22	14	6	8	2	6	6	26	0
NM_001129994.1_KCTD15	3936	21	9	11	7	2	7	11	9	0
NM_001129993.1_KIAA1841	4592	40	27	9	3	1	13	16	22	34
NM_001129981.2_ANKRD2	1421	0	0	2	20	0	0	0	0	0
NM_001129979.1_SYCE1L	877	0	2	1	0	0	1	17	13	0
NM_001129908.2_FAM198A	3449	2	3	2	6	16	40	14	22	0
NM_001129900.1_KRBOX4	2487	2	6	4	2	4	10	6	12	2
NM_001129899.1_KRBOX4	2502	4	12	0	0	4	14	0	6	0
NM_001129898.1_KRBOX4	2458	13	6	6	7	0	9	8	14	10
NM_001129896.2_SYTL4	3888	8	5	8	10	8	7	11	53	0
NM_001129895.2_HGC6.3	1016	0	0	0	0	0	0	0	1	0
NM_001129891.1_FAM196B	3548	12	4	0	0	0	0	0	2	0
NM_001129890.1_LRRC69	1323	2	0	4	6	16	8	8	13	0
NM_001129889.2_DCT	4680	0	0	0	0	0	2	0	1	0
NM_001129888.1_CYHR1	1176	6	6	2	10	4	4	4	4	0
NM_001129887.1_DNAJC2	2053	12	6	6	9	0	24	28	34	2
NM_001129885.1_CPSF4L	647	1	1	3	0	2	0	2	7	0
NM_001129884.2_TEX264	1455	16	4	4	4	4	8	16	26	0
NM_001129883.3_PATE3	1336	0	0	0	0	0	2	0	2	0
NM_001129846.1_CACNA1C	13447	6	2	0	2	0	0	2	0	0
NM_001129844.1_CACNA1C	13471	6	4	2	6	0	0	0	2	0
NM_001129843.1_CACNA1C	13480	6	4	0	8	0	0	0	0	0
NM_001129842.1_CACNA1C	13480	0	0	6	4	0	0	2	0	0
NM_001129841.1_CACNA1C	13480	4	10	6	8	0	0	0	0	2
NM_001129840.1_CACNA1C	13480	2	7	4	10	0	0	0	2	0
NM_001129839.1_CACNA1C	13498	6	2	6	10	0	0	0	2	0
NM_001129838.1_CACNA1C	13504	2	2	2	4	0	2	4	2	0
NM_001129837.1_CACNA1C	13504	6	0	4	4	0	2	0	2	0
NM_001129836.1_CACNA1C	13531	0	2	4	4	0	2	0	4	0
NM_001129835.1_CACNA1C	13537	2	8	2	0	0	0	4	0	2
NM_001129834.1_CACNA1C	13537	8	6	2	8	0	2	0	0	0
NM_001129833.1_CACNA1C	13537	6	4	4	8	2	0	0	2	0
NM_001129832.1_CACNA1C	13540	0	2	4	6	0	0	0	0	2
NM_001129831.1_CACNA1C	13564	2	8	6	2	0	2	4	0	0
NM_001129830.2_CACNA1C	13550	6	4	1	3	0	2	0	4	0
NM_001129829.1_CACNA1C	13603	2	0	5	17	0	2	0	2	2
NM_001129828.2_CSAG3	816	0	0	0	0	0	0	2	7	0
NM_001129827.1_CACNA1C	13624	0	2	4	8	0	0	6	2	0
NM_001129826.2_CSAG3	847	0	0	0	0	0	2	4	4	0
NM_001129820.1_SLFN14	2882	0	0	0	0	0	0	0	2	0
NM_001129819.2_CYB5R3	3167	32	38	68	28	26	70	42	38	442
NM_001129778.1_GRAPL	967	0	2	2	2	2	0	2	3	0
NM_001129765.1_NSDHL	1648	8	0	8	4	10	4	10	10	0
NM_001129758.1_DPEP3	1753	0	0	0	0	0	0	32	28	0
NM_001129742.1_CALHM3	1699	0	0	0	0	0	1	1	0	0
NM_001129731.2_PLEKHG4	4561	4	0	0	2	0	0	17	48	16
NM_001129729.2_PLEKHG4	4555	2	4	0	2	0	2	22	53	18
NM_001129728.1_PLEKHG4	4582	2	2	0	2	0	0	22	36	10
NM_001129727.2_PLEKHG4	4622	4	0	0	2	0	0	27	57	14
NM_001129.4_AEBP1	4102	20	32	262	126	18	70	164	226	60
NM_001128934.2_SYNPO2	4857	18	10	12	68	0	0	0	12	2
NM_001128933.2_SYNPO2	9941	36	30	190	634	16	26	22	42	31
NM_001128931.1_NAF1	1635	11	10	6	4	2	4	7	15	0
NM_001128930.2_ENTPD4	5873	125	127	42	45	148	90	71	194	208
NM_001128929.3_ROBO2	8393	7	15	0	0	2	0	2	2	0
NM_001128928.1_INPP1	2179	20	8	26	8	10	37	83	29	0
NM_001128926.3_FAM71F2	5748	8	10	8	4	4	4	36	8	26
NM_001128925.1_CYP2C18	2385	0	0	0	0	110	52	0	1	0
NM_001128924.1_SH3D19	4213	6	4	8	26	12	26	10	22	0
NM_001128923.1_SH3D19	5210	16	12	14	16	8	22	12	19	0
NM_001128922.1_LRRC32	4222	4	4	35	46	4	22	4	5	22
NM_001128921.2_MARK3	3264	16	12	14	10	2	12	14	8	0
NM_001128920.2_MARK3	3426	16	30	12	10	8	8	22	36	0
NM_001128919.2_MARK3	3519	34	18	14	6	2	12	14	41	0
NM_001128918.2_MARK3	3546	20	17	12	14	10	15	26	42	0
NM_001128917.1_TOMM40	1819	20	12	14	8	12	14	10	10	16
NM_001128916.1_TOMM40	1727	30	18	16	20	4	20	10	20	28
NM_001128915.1_CYP24A1	3089	0	3	0	0	0	0	0	0	0
NM_001128914.1_PCBP2	3043	46	43	54	57	50	56	89	129	0
NM_001128913.1_PCBP2	3094	22	48	30	24	56	46	74	72	0
NM_001128912.1_PCBP2	3172	44	32	46	16	54	36	78	94	0
NM_001128911.1_PCBP2	3184	34	42	36	33	44	50	100	99	0
NM_001128855.2_GTPBP3	2549	1	6	0	2	0	5	5	3	23
NM_001128854.1_SRRT	3017	14	16	12	20	10	38	96	76	10
NM_001128853.1_SRRT	3020	16	22	18	14	8	20	96	70	16
NM_001128852.1_SRRT	3029	8	18	21	17	9	28	84	94	20
NM_001128850.1_RRAD	1476	0	2	70	182	0	2	8	6	10
NM_001128849.1_SMARCA4	5589	28	14	2	6	0	6	22	34	8
NM_001128848.1_SMARCA4	5317	18	22	2	4	4	2	40	46	2
NM_001128847.1_SMARCA4	5320	34	18	4	2	2	2	32	22	2
NM_001128846.1_SMARCA4	5326	28	12	8	4	4	6	38	30	4
NM_001128845.1_SMARCA4	5329	30	12	2	2	2	4	28	22	6
NM_001128844.1_SMARCA4	5779	28	30	4	11	4	10	23	41	8
NM_001128843.2_TNIP3	2410	2	1	0	3	0	4	0	13	7
NM_001128840.2_CACNA1D	7666	8	8	0	0	0	12	4	5	0
NM_001128839.2_CACNA1D	7594	4	16	0	0	2	12	6	20	0
NM_001128835.2_TRAPPC2	2863	16	6	4	1	2	7	8	18	14
NM_001128834.2_PLP1	3152	1677	1007	4	2	2	0	30	56	0
NM_001128831.3_CA1	1265	0	0	0	0	0	2	2	0	0
NM_001128830.3_CA1	1342	0	0	0	0	0	0	0	0	0
NM_001128829.3_CA1	1340	0	0	0	0	0	2	0	0	2
NM_001128827.2_DLG4	3496	114	95	6	8	0	3	6	9	0
NM_001128826.1_NCS1	4878	446	501	4	2	0	0	4	14	8
NM_001128636.2_ELFN1	3751	19	6	8	5	40	2	2	6	0
NM_001128635.1_RIMBP3B	5429	4	0	0	0	0	2	146	70	294
NM_001128633.1_RIMBP3C	5802	0	0	0	0	0	2	122	55	198
NM_001128629.2_BUB1B-PAK6	3808	24	24	3	0	0	0	11	15	2
NM_001128628.2_BUB1B-PAK6	3891	18	22	3	0	0	0	13	17	2
NM_001128627.1_SPIRE1	5100	66	58	12	6	12	26	36	46	10
NM_001128626.1_SPIRE1	5444	74	54	14	16	8	43	71	33	6
NM_001128620.1_PAK1	3484	317	246	8	11	4	16	37	52	0
NM_001128619.2_LUZP6	3888	198	147	42	71	14	53	65	213	12
NM_001128618.1_C9orf57	1511	0	0	0	0	0	0	38	25	0
NM_001128617.2_REPS1	3955	16	29	8	6	8	6	26	58	0
NM_001128616.1_ARHGEF3	4065	44	30	8	4	0	2	22	14	0
NM_001128615.1_ARHGEF3	3649	32	22	4	0	0	2	16	8	0
NM_001128610.2_USP8	5708	26	32	11	26	8	34	51	85	0
NM_001128608.1_MAPKBP1	7265	21	22	4	10	1	13	60	96	28
NM_001128602.1_RASGRP1	4943	34	31	4	4	2	8	2	8	0
NM_001128600.1_LCE6A	654	0	0	0	0	0	0	0	0	0
NM_001128598.1_KRTAP25-1	370	0	0	0	0	0	0	0	0	0
NM_001128592.1_PSMG4	938	8	3	2	0	6	0	6	0	0
NM_001128591.1_PSMG4	821	4	6	10	2	6	4	4	3	0
NM_001128590.3_CYP21A2	2041	0	0	4	4	0	49	1	0	0
NM_001128588.3_SLC14A1	4129	9	7	2	11	3	13	1	12	4
NM_001128431.2_SLC39A14	4699	20	18	39	115	140	1270	16	64	14
NM_001128430.1_SMARCAD1	5036	14	10	2	14	0	12	16	42	0
NM_001128429.2_SMARCAD1	5134	6	2	4	2	6	23	10	43	0
NM_001128428.2_FSTL5	4805	10	10	0	0	0	0	0	6	0
NM_001128427.2_FSTL5	4832	4	10	0	0	0	0	0	8	0
NM_001128426.2_AP1AR	5878	20	19	2	2	4	23	10	35	6
NM_001128425.1_MUTYH	1945	0	0	0	2	0	2	0	4	0
NM_001128424.1_FAM198B	4809	18	34	28	66	4	6	11	6	0
NM_001128423.1_MPV17L	2309	7	3	2	2	12	5	1	10	21
NM_001128326.2_BSPH1	654	0	0	0	0	0	0	0	0	0
NM_001128324.2_ZFAND4	3371	2	0	0	0	0	4	101	53	0
NM_001128310.2_SPARCL1	3012	949	896	242	353	6	14	67	85	12
NM_001128309.1_TSPAN14	5210	26	28	46	24	4	15	18	46	12
NM_001128306.1_PLSCR4	3042	2	6	8	8	2	22	4	22	0
NM_001128305.1_PLSCR4	3400	6	2	6	18	8	38	0	24	0
NM_001128304.1_PLSCR4	3438	0	4	0	6	4	25	8	34	0
NM_001128303.1_LACC1	4288	6	7	2	6	2	8	8	36	0
NM_001128302.2_LYRM1	1512	6	10	6	8	8	26	16	13	0
NM_001128301.2_LYRM1	1744	6	10	2	8	6	13	25	7	0
NM_001128228.2_TPRN	2641	40	24	14	9	4	24	14	20	3
NM_001128227.2_GNE	5313	21	15	3	10	47	45	17	29	53
NM_001128226.2_DIS3	7499	13	23	14	17	7	30	52	52	19
NM_001128224.2_TMCC1	5496	31	14	12	6	24	46	36	53	1
NM_001128223.2_ZNF717	2966	2	0	2	4	0	2	2	6	0
NM_001128221.2_VGLL4	3434	20	14	4	2	2	4	6	18	6
NM_001128220.2_VGLL4	3220	14	14	4	8	4	6	2	22	4
NM_001128219.2_VGLL4	3845	12	8	12	10	0	2	13	22	4
NM_001128217.2_PSIP1	3407	56	31	11	20	2	20	45	90	2
NM_001128215.1_LIPM	1484	0	0	0	0	0	0	0	0	0
NM_001128214.1_KCTD6	1566	8	6	3	2	0	7	2	15	0
NM_001128213.1_WDSUB1	1944	4	0	2	2	0	0	6	12	0
NM_001128212.2_WDSUB1	1928	4	2	0	0	2	3	8	8	0
NM_001128211.1_NUDCD1	3865	14	2	12	12	0	6	36	33	8
NM_001128210.1_SPRED2	4104	56	43	16	24	16	10	14	14	0
NM_001128209.1_SGCD	9759	8	4	36	25	2	0	13	8	20
NM_001128208.1_LEPROTL1	821	12	10	15	14	10	10	39	23	37
NM_001128206.1_SULF1	5554	8	8	16	6	0	0	16	6	4
NM_001128205.1_SULF1	5716	6	4	32	6	2	4	24	10	12
NM_001128204.1_SULF1	5548	8	2	14	11	2	4	22	8	0
NM_001128203.1_PLA2G16	1111	103	55	88	63	52	55	80	111	0
NM_001128202.2_TEX36	922	0	0	0	0	0	0	17	8	0
NM_001128179.1_NPHP1	2401	0	2	0	0	0	0	14	6	6
NM_001128178.1_NPHP1	2590	4	4	0	2	0	0	28	20	0
NM_001128177.1_THRB	7553	38	48	4	6	6	12	0	2	0
NM_001128176.2_THRB	7527	58	40	2	6	8	10	0	2	0
NM_001128175.1_DTNA	1728	10	10	14	25	0	0	0	3	0
NM_001128173.2_PAK3	9223	10	8	0	0	0	0	2	4	2
NM_001128172.2_PAK3	8639	14	12	2	0	0	0	2	8	0
NM_001128168.2_PAK3	9286	10	10	0	0	0	0	4	0	0
NM_001128167.2_PAK3	8964	12	14	0	0	0	0	2	0	2
NM_001128166.2_PAK3	9037	19	25	3	3	0	8	5	13	14
NM_001128165.1_FBLN7	2191	18	10	2	0	2	0	0	0	10
NM_001128164.1_ATXN1	10587	80	77	14	12	8	17	8	50	21
NM_001128161.1_UBP1	3781	30	44	18	14	8	16	10	36	2
NM_001128160.1_UBP1	4054	40	34	6	16	10	20	12	66	10
NM_001128150.1_ORMDL1	2075	10	22	8	5	10	52	22	39	0
NM_001128149.2_ATXN7	6422	8	16	8	12	2	6	24	26	4
NM_001128148.2_TFRC	5093	32	40	30	35	4	35	20	46	0
NM_001128147.2_NF1	2939	18	6	0	2	0	6	7	7	0
NM_001128144.1_PMS1	3052	2	0	2	0	4	2	8	6	0
NM_001128143.1_PMS1	3421	0	2	0	0	0	6	8	2	0
NM_001128141.2_DPEP1	1664	0	0	0	0	0	2	20	40	17
NM_001128128.2_ZEB1	6278	4	10	2	0	4	0	2	11	0
NM_001128127.2_GK	4572	8	4	6	4	6	138	28	8	0
NM_001128126.2_AP4S1	4260	13	23	9	11	11	22	32	36	31
NM_001128077.1_KRTAP20-3	273	0	0	0	0	0	0	0	0	0
NM_001128076.1_SPDYE4	923	2	0	0	0	0	0	12	7	0
NM_001128.5_AP1G1	6841	78	60	20	41	26	91	155	155	0
NM_001127899.3_CLCN5	10118	4	2	2	4	16	16	2	22	8
NM_001127898.3_CLCN5	9859	2	4	6	2	26	4	6	18	14
NM_001127897.2_RPGRIP1L	6684	4	8	0	0	0	2	26	27	4
NM_001127896.1_CHST8	2251	2	2	0	0	0	0	0	0	39
NM_001127895.1_CHST8	2340	4	0	0	0	0	1	0	0	28
NM_001127893.1_CEACAM19	2265	2	4	10	38	2	6	0	6	0
NM_001127892.1_SALL1	5253	31	16	0	0	17	44	7	13	12
NM_001127891.2_MMP2	3416	0	3	46	44	0	4	34	49	4
NM_001127890.4_SPG21	1758	14	14	12	16	38	28	12	30	0
NM_001127889.4_SPG21	1658	4	8	8	21	36	32	34	33	0
NM_001127718.2_LAMA3	5455	2	4	2	0	0	4	0	6	0
NM_001127717.2_LAMA3	10498	0	2	6	2	4	2	0	12	0
NM_001127716.1_ETFA	1222	18	28	73	67	40	79	17	27	0
NM_001127715.2_STXBP5	9352	88	54	9	4	6	8	51	52	6
NM_001127714.2_HIVEP3	12325	16	8	2	8	0	0	8	9	6
NM_001127713.1_ATL1	2821	72	64	0	0	0	2	14	13	0
NM_001127711.2_TMEM14B	890	17	6	8	10	12	20	7	10	0
NM_001127710.2_PRG4	4648	0	0	2	0	60	70	2	2	0
NM_001127709.2_PRG4	4771	0	0	2	2	64	82	0	2	0
NM_001127708.2_PRG4	4927	0	0	6	4	24	65	2	0	0
NM_001127707.1_SERPINA1	3300	0	0	2	4	1612	3627	0	0	0
NM_001127706.1_SERPINA1	3303	0	2	0	0	1614	3450	0	0	0
NM_001127705.1_SERPINA1	3510	0	0	2	2	1760	3606	0	0	0
NM_001127704.1_SERPINA1	3492	4	0	2	2	1656	3452	0	0	0
NM_001127703.1_SERPINA1	3495	2	0	2	4	1656	3166	0	0	0
NM_001127702.1_SERPINA1	3340	4	0	0	0	1720	3348	0	2	0
NM_001127701.1_SERPINA1	3532	0	0	0	2	1774	3636	0	0	0
NM_001127700.1_SERPINA1	3236	2	0	2	4	1622	3454	0	2	0
NM_001127699.1_SPINK5	2915	2	6	0	0	2	2	2	2	0
NM_001127698.1_SPINK5	3745	0	0	2	0	0	2	2	5	0
NM_001127697.2_ATXN3	6770	2	2	2	2	2	2	4	2	8
NM_001127696.1_ATXN3	6878	11	6	6	1	1	16	12	20	12
NM_001127695.2_CTSA	3108	32	24	36	22	26	44	22	40	2
NM_001127692.2_PCCA	2499	14	24	8	2	10	30	4	4	0
NM_001127691.2_RHD	2549	0	6	2	1	4	1	6	13	14
NM_001127688.2_BEX4	1199	127	94	12	22	0	2	12	52	0
NM_001127671.1_LIFR	10258	44	38	31	25	18	47	50	75	0
NM_001127670.3_KCNE1	3424	0	0	0	0	0	0	0	0	2
NM_001127669.3_KCNE1	3159	0	0	0	0	2	0	0	2	2
NM_001127668.3_KCNE1	3187	0	0	0	0	0	0	0	2	0
NM_001127667.1_GSN	2747	20	26	182	114	2	6	22	32	0
NM_001127666.1_GSN	2756	42	29	172	106	4	2	16	26	6
NM_001127665.1_GSN	2759	24	22	164	149	2	8	10	35	4
NM_001127664.1_GSN	2764	20	26	152	138	2	4	14	18	8
NM_001127663.1_GSN	2797	22	14	172	136	0	10	42	31	4
NM_001127662.1_GSN	2592	30	22	160	138	0	14	22	16	6
NM_001127660.1_MFN2	4540	168	136	166	182	66	69	58	69	30
NM_001127651.2_NCF2	2257	0	0	2	2	0	10	1	5	0
NM_001127649.2_PEX26	4267	39	18	10	13	15	25	8	28	144
NM_001127648.1_GABRA1	4022	78	40	0	0	0	0	0	0	2
NM_001127645.1_GABRA1	4000	68	46	0	0	0	0	2	2	6
NM_001127644.1_GABRA1	4412	86	82	2	0	0	0	0	0	4
NM_001127643.1_GABRA1	4263	82	66	0	0	0	0	0	0	2
NM_001127641.1_LAMB3	4067	6	2	4	0	2	14	0	3	0
NM_001127628.1_FBP1	1546	0	0	2	5	184	152	0	4	6
NM_001127621.1_GALE	1626	6	4	2	3	16	18	4	4	2
NM_001127617.2_ALDOA	1630	328	286	402	224	14	26	58	28	18
NM_001127615.1_ENOX1	2706	8	10	0	2	1	0	6	10	13
NM_001127612.1_PAX6	6883	0	0	0	2	0	0	0	2	0
NM_001127610.1_BAAT	3377	2	2	4	0	603	34	2	6	6
NM_001127608.1_FAM189A2	2107	0	4	8	8	0	0	0	3	0
NM_001127605.2_LIPA	2674	38	32	8	4	20	12	2	30	0
NM_001127603.1_NMRK1	1147	11	14	6	4	8	23	9	9	10
NM_001127598.2_IGF2	4875	4	6	32	14	102	74	18	34	78
NM_001127596.1_FCGR3A	2183	2	6	0	26	2	5	2	2	0
NM_001127595.1_FCGR3A	2186	2	2	4	8	8	6	0	0	0
NM_001127593.1_FCGR3A	2204	4	2	8	12	8	6	0	5	6
NM_001127592.1_FCGR3A	2338	2	6	2	12	4	10	2	10	14
NM_001127586.1_ING4	1313	6	8	0	2	2	0	2	10	0
NM_001127585.1_ING4	1389	4	8	10	0	0	6	6	2	0
NM_001127584.1_ING4	1449	8	6	4	2	6	0	4	6	0
NM_001127583.1_ING4	1452	6	2	2	0	4	4	6	14	0
NM_001127582.1_ING4	1461	10	3	6	0	7	7	2	10	0
NM_001127511.2_APC	10814	136	165	6	10	4	27	25	37	0
NM_001127510.2_APC	10848	146	170	12	0	0	18	16	34	0
NM_001127505.2_ASAH1	2602	32	25	129	132	6	29	9	36	0
NM_001127500.2_MET	6710	20	12	6	22	34	38	0	0	2
NM_001127496.1_SPRY4	4941	13	8	6	34	2	11	0	6	2
NM_001127493.1_ANK2	8082	275	253	45	16	8	0	29	17	8
NM_001127491.2_ITGB2	2963	2	2	4	2	4	2	4	4	4
NM_001127482.2_SPRYD7	3118	24	11	10	5	10	12	13	17	0
NM_001127464.2_ZNF469	13203	10	12	4	0	2	3	4	16	0
NM_001127458.1_CRLS1	3667	10	11	21	16	24	37	32	13	9
NM_001127457.2_CRY2	4068	112	84	62	18	52	14	54	75	10
NM_001127454.1_DFNA5	2291	8	6	2	0	0	4	10	12	0
NM_001127453.1_DFNA5	2276	22	8	0	0	0	2	4	31	0
NM_001127448.1_ABAT	4908	172	192	4	2	294	96	18	62	2
NM_001127444.1_CD36	1989	0	0	54	42	0	2	0	4	0
NM_001127443.1_CD36	1814	0	0	48	44	0	0	0	0	0
NM_001127442.1_CPA5	1884	0	0	0	0	0	0	10	8	4
NM_001127441.1_CPA5	2078	0	0	0	0	0	0	8	4	0
NM_001127401.1_YPEL5	2639	47	27	4	10	12	19	94	60	0
NM_001127400.1_YPEL5	2578	40	44	14	12	4	4	70	37	0
NM_001127399.1_YPEL5	2342	49	42	2	18	6	24	69	30	0
NM_001127398.2_ERLEC1	2443	40	28	18	26	10	54	38	40	0
NM_001127397.2_ERLEC1	2527	46	39	8	10	6	43	51	38	0
NM_001127396.2_STXBP2	1899	2	0	2	0	2	9	12	21	5
NM_001127395.2_METTL21A	4897	94	114	52	60	39	183	85	302	5878
NM_001127394.3_TSEN15	1856	4	8	6	5	4	12	3	9	0
NM_001127393.1_C14orf2	942	52	50	75	26	32	14	26	14	6
NM_001127392.2_MYRF	5949	128	79	0	0	10	64	4	17	0
NM_001127391.2_ALS2CR12	2117	0	6	2	0	0	0	18	12	0
NM_001127385.1_CTXN3	1492	4	8	0	0	0	2	0	0	0
NM_001127384.2_CTNNA3	10663	16	18	20	25	2	0	10	5	0
NM_001127383.1_CYBRD1	4153	17	16	66	50	8	16	20	68	0
NM_001127380.2_SAA2	2053	15	25	15	18	37	4395	14	57	91
NM_001127371.2_CDCA7L	2784	0	0	12	0	2	6	6	19	0
NM_001127370.2_CDCA7L	2976	0	0	4	0	0	2	10	30	0
NM_001127366.2_PAX3	3356	0	0	0	0	0	0	2	0	0
NM_001127365.2_FAM221A	1221	2	2	0	0	2	2	6	6	0
NM_001127364.2_FAM221A	1395	0	0	0	2	0	6	6	11	0
NM_001127362.1_NR2C1	2147	6	2	2	7	6	6	22	31	4
NM_001127361.2_RNF19B	2734	8	9	8	2	2	6	102	59	12
NM_001127360.1_PHTF2	2625	4	4	2	2	0	2	2	3	0
NM_001127359.1_PHTF2	2548	4	0	2	2	0	0	0	2	0
NM_001127358.1_PHTF2	5102	4	6	4	20	0	8	14	18	2
NM_001127357.1_PHTF2	5025	10	2	4	13	2	7	16	27	2
NM_001127350.1_MED18	1813	13	15	3	5	6	19	15	14	62
NM_001127328.2_ACADM	2635	16	12	28	28	20	26	18	20	0
NM_001127325.1_MAD2L2	1196	8	6	6	6	4	6	16	30	0
NM_001127323.1_GRM8	3873	4	10	0	0	0	12	6	6	0
NM_001127322.1_CBX5	11723	78	66	24	28	14	40	80	126	120
NM_001127321.1_CBX5	11525	90	71	30	25	23	30	69	188	97
NM_001127320.2_UBAP2L	3418	49	24	22	19	6	21	60	44	0
NM_001127266.1_TMEM129	2858	32	28	24	6	40	26	18	16	4
NM_001127258.1_HHIPL1	3462	26	22	2	0	0	0	0	1	0
NM_001127257.1_SLC39A10	5386	106	125	2	27	2	6	14	36	0
NM_001127236.2_GPBP1	3437	26	18	2	12	0	18	52	49	4
NM_001127235.2_GPBP1	4345	36	22	10	12	4	15	76	84	14
NM_001127232.2_AUTS2	1826	0	2	0	0	0	0	4	2	0
NM_001127231.2_AUTS2	6532	34	27	8	6	14	11	4	20	10
NM_001127230.1_AURKAIP1	826	22	20	22	14	26	26	50	4	0
NM_001127229.1_AURKAIP1	951	34	24	34	21	20	22	58	11	0
NM_001127228.1_CBX1	2253	70	76	40	20	10	19	100	117	0
NM_001127227.1_CD59	7573	48	46	90	160	26	26	22	44	2
NM_001127226.1_CD59	7629	62	50	64	132	20	48	30	44	0
NM_001127225.1_CD59	7694	48	30	50	112	18	28	30	40	2
NM_001127223.1_CD59	7801	52	36	84	108	34	34	12	60	2
NM_001127222.1_CACNA1A	8628	20	40	2	0	0	0	2	8	2
NM_001127221.1_CACNA1A	8626	20	28	2	0	0	0	0	8	6
NM_001127219.1_ACCS	1900	4	0	2	1	2	33	11	11	4
NM_001127218.2_POLD2	1821	24	15	26	9	32	25	18	22	10
NM_001127217.2_SMAD9	5592	7	15	6	7	2	4	11	35	17
NM_001127216.1_GFI1	2709	0	0	0	0	0	4	0	0	0
NM_001127215.1_GFI1	2716	0	0	0	0	2	0	0	0	0
NM_001127214.3_ACSF3	3578	6	4	4	0	2	9	2	8	0
NM_001127212.1_GAGE2A	553	0	0	0	0	0	0	64	78	0
NM_001127211.2_SHTN1	5361	49	47	0	4	6	40	12	49	0
NM_001127208.2_TET2	9796	18	13	14	9	12	35	16	38	28
NM_001127207.1_SMARCAL1	3095	23	6	8	6	4	4	24	22	0
NM_001127203.3_PCID2	1980	0	8	2	0	2	4	12	0	0
